

order_id,order_date,demand_level,unit_price,quantity,total_order_value,margin_percent,ai_cancel_flag,cancellation_reason,order_status_before_ai_only,revenue_lost_before_ai_only,recoverable_flag,intervention_attempted_by_navedas,intervention_success,intervention_failure_reason,order_status_after_navedas,revenue_prevented_by_navedas,avoidable_revenue_loss_after_navedas,profit_lost_before_ai_only,profit_lost_after_navedas,margin_saved_after_navedas,intervention_cost,net_profit_impact_due_to_navedas,recovery_rate_flag
ORD-704537,08-05-2025,High,1323,2,2646,0.28,1,Vendor Split Possible,Cancelled,2646,1,1,1,None,Fulfilled,2646,0,740.8800000000001,0.0,740.8800000000001,15,725.8800000000001,1
ORD-704538,02-04-2025,Low,1845,3,5535,0.3,1,Vendor Split Possible,Cancelled,5535,1,1,1,None,Fulfilled,5535,0,1660.5,0.0,1660.5,15,1645.5,1
ORD-704539,26-01-2025,Medium,401,1,401,0.31,1,AI Logic Gap - SKU Mapping,Cancelled,401,0,0,0,Not Recoverable,Cancelled,0,0,124.31,0.0,0.0,0,0.0,0
ORD-704540,10-05-2025,Low,1146,1,1146,0.26,1,Vendor Split Possible,Cancelled,1146,1,1,1,None,Fulfilled,1146,0,297.96000000000004,0.0,297.96000000000004,15,282.96000000000004,1
ORD-704541,28-04-2025,Medium,376,2,752,0.28,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704542,11-03-2025,Low,2734,2,5468,0.3,1,Stock Sync Delay,Cancelled,5468,1,1,1,None,Fulfilled,5468,0,1640.3999999999999,0.0,1640.3999999999999,15,1625.3999999999999,1
ORD-704543,28-02-2025,High,1439,3,4317,0.41,1,Payment Expired,Cancelled,4317,1,1,1,None,Fulfilled,4317,0,1769.9699999999998,0.0,1769.9699999999998,15,1754.9699999999998,1
ORD-704544,04-04-2025,Low,2574,1,2574,0.26,1,Payment Expired,Cancelled,2574,1,1,0,Vendor SLA Delay,Cancelled,0,2574,669.24,669.24,0.0,15,-684.24,0
ORD-704545,17-01-2025,Low,915,2,1830,0.39,1,Stock Sync Delay,Cancelled,1830,0,0,0,Not Recoverable,Cancelled,0,0,713.7,0.0,0.0,0,0.0,0
ORD-704546,06-06-2025,High,1781,3,5343,0.3,1,AI Logic Gap - SKU Mapping,Cancelled,5343,0,0,0,Not Recoverable,Cancelled,0,0,1602.8999999999999,0.0,0.0,0,0.0,0
ORD-704547,03-01-2025,Medium,2480,3,7440,0.35,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704548,27-01-2025,Medium,2820,1,2820,0.3,1,Payment Expired,Cancelled,2820,1,1,1,None,Fulfilled,2820,0,846.0,0.0,846.0,15,831.0,1
ORD-704549,21-04-2025,Medium,2943,3,8829,0.36,1,Stock Sync Delay,Cancelled,8829,0,0,0,Not Recoverable,Cancelled,0,0,3178.44,0.0,0.0,0,0.0,0
ORD-704550,21-02-2025,Medium,1759,1,1759,0.37,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704551,07-01-2025,Medium,839,1,839,0.34,1,Vendor Split Possible,Cancelled,839,1,1,1,None,Fulfilled,839,0,285.26000000000005,0.0,285.26000000000005,15,270.26000000000005,1
ORD-704552,15-05-2025,Low,2339,3,7017,0.44,1,Stock Sync Delay,Cancelled,7017,1,1,1,None,Fulfilled,7017,0,3087.48,0.0,3087.48,15,3072.48,1
ORD-704553,21-01-2025,High,2659,3,7977,0.27,1,AI Logic Gap - SKU Mapping,Cancelled,7977,0,0,0,Not Recoverable,Cancelled,0,0,2153.79,0.0,0.0,0,0.0,0
ORD-704554,11-03-2025,Medium,2845,1,2845,0.45,1,Payment Expired,Cancelled,2845,1,1,1,None,Fulfilled,2845,0,1280.25,0.0,1280.25,15,1265.25,1
ORD-704555,18-06-2025,High,739,2,1478,0.3,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704556,03-06-2025,High,2106,2,4212,0.4,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704557,20-03-2025,High,2983,1,2983,0.3,1,AI Logic Gap - SKU Mapping,Cancelled,2983,0,0,0,Not Recoverable,Cancelled,0,0,894.9,0.0,0.0,0,0.0,0
ORD-704558,26-04-2025,Low,784,3,2352,0.42,1,Vendor Split Possible,Cancelled,2352,1,1,1,None,Fulfilled,2352,0,987.8399999999999,0.0,987.8399999999999,15,972.8399999999999,1
ORD-704559,23-03-2025,High,766,2,1532,0.39,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704560,25-01-2025,Low,238,2,476,0.33,1,AI Logic Gap - SKU Mapping,Cancelled,476,1,1,1,None,Fulfilled,476,0,157.08,0.0,157.08,15,142.08,1
ORD-704561,29-01-2025,High,1126,2,2252,0.28,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704562,21-04-2025,Medium,714,1,714,0.34,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704563,12-04-2025,High,2323,3,6969,0.28,1,AI Logic Gap - SKU Mapping,Cancelled,6969,0,0,0,Not Recoverable,Cancelled,0,0,1951.3200000000002,0.0,0.0,0,0.0,0
ORD-704564,17-01-2025,Low,507,2,1014,0.43,1,Vendor Split Possible,Cancelled,1014,1,1,1,None,Fulfilled,1014,0,436.02,0.0,436.02,15,421.02,1
ORD-704565,16-05-2025,Medium,1592,1,1592,0.38,1,AI Logic Gap - SKU Mapping,Cancelled,1592,0,0,0,Not Recoverable,Cancelled,0,0,604.96,0.0,0.0,0,0.0,0
ORD-704566,08-06-2025,Low,908,3,2724,0.36,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704567,19-05-2025,Low,1702,1,1702,0.4,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704568,16-03-2025,Medium,1430,2,2860,0.31,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704569,17-01-2025,Medium,2258,1,2258,0.28,1,Vendor Split Possible,Cancelled,2258,0,0,0,Not Recoverable,Cancelled,0,0,632.24,0.0,0.0,0,0.0,0
ORD-704570,18-04-2025,Low,357,3,1071,0.43,1,AI Logic Gap - SKU Mapping,Cancelled,1071,1,1,1,None,Fulfilled,1071,0,460.53,0.0,460.53,15,445.53,1
ORD-704571,18-05-2025,High,2495,3,7485,0.28,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704572,03-04-2025,Low,895,3,2685,0.3,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704573,25-04-2025,Medium,1119,1,1119,0.27,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704574,15-01-2025,Medium,2268,3,6804,0.43,1,Payment Expired,Cancelled,6804,1,1,1,None,Fulfilled,6804,0,2925.72,0.0,2925.72,15,2910.72,1
ORD-704575,25-04-2025,High,2101,2,4202,0.31,1,AI Logic Gap - SKU Mapping,Cancelled,4202,1,1,1,None,Fulfilled,4202,0,1302.62,0.0,1302.62,15,1287.62,1
ORD-704576,27-04-2025,High,198,2,396,0.29,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704577,04-01-2025,Medium,602,2,1204,0.38,1,Vendor Split Possible,Cancelled,1204,1,1,1,None,Fulfilled,1204,0,457.52,0.0,457.52,15,442.52,1
ORD-704578,25-05-2025,Medium,284,3,852,0.26,1,Vendor Split Possible,Cancelled,852,1,1,0,Customer Payment Expired,Cancelled,0,852,221.52,221.52,0.0,15,-236.52,0
ORD-704579,30-04-2025,Low,2085,3,6255,0.26,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704580,10-01-2025,High,371,2,742,0.26,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704581,11-01-2025,Low,2858,1,2858,0.27,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704582,27-02-2025,High,2058,3,6174,0.28,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704583,01-03-2025,Medium,107,3,321,0.41,1,Vendor Split Possible,Cancelled,321,1,1,1,None,Fulfilled,321,0,131.60999999999999,0.0,131.60999999999999,15,116.60999999999999,1
ORD-704584,05-06-2025,High,628,1,628,0.43,1,Stock Sync Delay,Cancelled,628,1,1,0,Customer Payment Expired,Cancelled,0,628,270.04,270.04,0.0,15,-285.04,0
ORD-704585,24-02-2025,Medium,2424,1,2424,0.32,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704586,10-02-2025,High,1234,1,1234,0.35,1,Stock Sync Delay,Cancelled,1234,1,1,1,None,Fulfilled,1234,0,431.9,0.0,431.9,15,416.9,1
ORD-704587,12-04-2025,High,2912,3,8736,0.43,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704588,14-05-2025,Medium,1827,1,1827,0.34,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704589,09-01-2025,Medium,2669,2,5338,0.27,1,AI Logic Gap - SKU Mapping,Cancelled,5338,1,1,1,None,Fulfilled,5338,0,1441.26,0.0,1441.26,15,1426.26,1
ORD-704590,16-06-2025,High,2196,2,4392,0.29,1,Stock Sync Delay,Cancelled,4392,1,1,1,None,Fulfilled,4392,0,1273.6799999999998,0.0,1273.6799999999998,15,1258.6799999999998,1
ORD-704591,23-01-2025,Low,2009,2,4018,0.26,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704592,30-03-2025,Low,1317,1,1317,0.43,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704593,18-03-2025,High,1463,3,4389,0.26,1,Stock Sync Delay,Cancelled,4389,1,1,1,None,Fulfilled,4389,0,1141.14,0.0,1141.14,15,1126.14,1
ORD-704594,15-02-2025,Low,927,1,927,0.43,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704595,17-02-2025,Medium,678,2,1356,0.31,1,AI Logic Gap - SKU Mapping,Cancelled,1356,1,1,1,None,Fulfilled,1356,0,420.36,0.0,420.36,15,405.36,1
ORD-704596,27-04-2025,Medium,722,2,1444,0.37,1,Vendor Split Possible,Cancelled,1444,1,1,1,None,Fulfilled,1444,0,534.28,0.0,534.28,15,519.28,1
ORD-704597,27-02-2025,High,787,2,1574,0.41,1,Vendor Split Possible,Cancelled,1574,0,0,0,Not Recoverable,Cancelled,0,0,645.3399999999999,0.0,0.0,0,0.0,0
ORD-704598,27-04-2025,Low,130,3,390,0.42,1,Vendor Split Possible,Cancelled,390,0,0,0,Not Recoverable,Cancelled,0,0,163.79999999999998,0.0,0.0,0,0.0,0
ORD-704599,26-03-2025,Medium,113,2,226,0.4,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704600,07-03-2025,Low,2999,2,5998,0.34,1,Payment Expired,Cancelled,5998,1,1,0,Customer Abandoned,Cancelled,0,5998,2039.3200000000002,2039.3200000000002,0.0,15,-2054.32,0
ORD-704601,23-06-2025,Medium,1395,2,2790,0.27,1,Vendor Split Possible,Cancelled,2790,0,0,0,Not Recoverable,Cancelled,0,0,753.3000000000001,0.0,0.0,0,0.0,0
ORD-704602,20-05-2025,Low,287,3,861,0.31,1,Payment Expired,Cancelled,861,1,1,1,None,Fulfilled,861,0,266.91,0.0,266.91,15,251.91000000000003,1
ORD-704603,09-03-2025,High,625,2,1250,0.31,1,Vendor Split Possible,Cancelled,1250,1,1,1,None,Fulfilled,1250,0,387.5,0.0,387.5,15,372.5,1
ORD-704604,09-01-2025,High,2029,2,4058,0.45,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704605,20-05-2025,Medium,2360,3,7080,0.42,1,AI Logic Gap - SKU Mapping,Cancelled,7080,1,1,1,None,Fulfilled,7080,0,2973.6,0.0,2973.6,15,2958.6,1
ORD-704606,25-04-2025,Low,2133,2,4266,0.31,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704607,27-01-2025,High,1774,1,1774,0.27,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704608,23-03-2025,Low,2462,1,2462,0.36,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704609,10-04-2025,High,2477,2,4954,0.32,1,AI Logic Gap - SKU Mapping,Cancelled,4954,1,1,1,None,Fulfilled,4954,0,1585.28,0.0,1585.28,15,1570.28,1
ORD-704610,01-04-2025,Medium,376,3,1128,0.42,1,Payment Expired,Cancelled,1128,1,1,0,Late Detection,Cancelled,0,1128,473.76,473.76,0.0,15,-488.76,0
ORD-704611,30-01-2025,High,597,3,1791,0.28,1,Vendor Split Possible,Cancelled,1791,1,1,1,None,Fulfilled,1791,0,501.4800000000001,0.0,501.4800000000001,15,486.4800000000001,1
ORD-704612,25-06-2025,High,1577,1,1577,0.36,1,Stock Sync Delay,Cancelled,1577,1,1,1,None,Fulfilled,1577,0,567.72,0.0,567.72,15,552.72,1
ORD-704613,10-02-2025,Medium,1813,2,3626,0.35,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704614,23-04-2025,High,617,2,1234,0.3,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704615,23-01-2025,High,2852,2,5704,0.33,1,Stock Sync Delay,Cancelled,5704,1,1,1,None,Fulfilled,5704,0,1882.3200000000002,0.0,1882.3200000000002,15,1867.3200000000002,1
ORD-704616,07-03-2025,Low,617,2,1234,0.37,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704617,25-01-2025,High,169,3,507,0.37,1,Vendor Split Possible,Cancelled,507,1,1,1,None,Fulfilled,507,0,187.59,0.0,187.59,15,172.59,1
ORD-704618,10-04-2025,Low,698,3,2094,0.25,1,AI Logic Gap - SKU Mapping,Cancelled,2094,1,1,1,None,Fulfilled,2094,0,523.5,0.0,523.5,15,508.5,1
ORD-704619,27-06-2025,Medium,2731,3,8193,0.41,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704620,30-05-2025,Medium,784,3,2352,0.28,1,Payment Expired,Cancelled,2352,0,0,0,Not Recoverable,Cancelled,0,0,658.5600000000001,0.0,0.0,0,0.0,0
ORD-704621,27-01-2025,Medium,724,2,1448,0.44,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704622,20-05-2025,Medium,659,2,1318,0.28,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704623,24-06-2025,Medium,921,1,921,0.39,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704624,23-03-2025,High,600,3,1800,0.27,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704625,11-02-2025,High,1365,2,2730,0.36,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704626,15-03-2025,High,2421,3,7263,0.3,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704627,14-02-2025,Medium,1768,1,1768,0.33,1,Stock Sync Delay,Cancelled,1768,0,0,0,Not Recoverable,Cancelled,0,0,583.44,0.0,0.0,0,0.0,0
ORD-704628,18-03-2025,High,678,2,1356,0.43,1,Vendor Split Possible,Cancelled,1356,0,0,0,Not Recoverable,Cancelled,0,0,583.08,0.0,0.0,0,0.0,0
ORD-704629,12-05-2025,High,2288,3,6864,0.41,1,AI Logic Gap - SKU Mapping,Cancelled,6864,1,1,1,None,Fulfilled,6864,0,2814.24,0.0,2814.24,15,2799.24,1
ORD-704630,08-02-2025,High,2659,1,2659,0.32,1,AI Logic Gap - SKU Mapping,Cancelled,2659,0,0,0,Not Recoverable,Cancelled,0,0,850.88,0.0,0.0,0,0.0,0
ORD-704631,28-05-2025,Medium,1763,2,3526,0.43,1,AI Logic Gap - SKU Mapping,Cancelled,3526,1,1,1,None,Fulfilled,3526,0,1516.18,0.0,1516.18,15,1501.18,1
ORD-704632,09-04-2025,Low,2961,2,5922,0.34,1,Stock Sync Delay,Cancelled,5922,1,1,1,None,Fulfilled,5922,0,2013.4800000000002,0.0,2013.4800000000002,15,1998.4800000000002,1
ORD-704633,12-01-2025,Medium,2611,2,5222,0.25,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704634,01-01-2025,Low,1403,2,2806,0.34,1,Vendor Split Possible,Cancelled,2806,0,0,0,Not Recoverable,Cancelled,0,0,954.0400000000001,0.0,0.0,0,0.0,0
ORD-704635,06-03-2025,High,1712,3,5136,0.35,1,Payment Expired,Cancelled,5136,0,0,0,Not Recoverable,Cancelled,0,0,1797.6,0.0,0.0,0,0.0,0
ORD-704636,03-03-2025,Low,2276,3,6828,0.26,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704637,13-02-2025,Low,517,3,1551,0.27,1,AI Logic Gap - SKU Mapping,Cancelled,1551,1,1,1,None,Fulfilled,1551,0,418.77000000000004,0.0,418.77000000000004,15,403.77000000000004,1
ORD-704638,12-01-2025,Low,2803,2,5606,0.4,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704639,05-05-2025,Medium,2055,1,2055,0.3,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704640,13-05-2025,Medium,1730,1,1730,0.32,1,AI Logic Gap - SKU Mapping,Cancelled,1730,1,1,1,None,Fulfilled,1730,0,553.6,0.0,553.6,15,538.6,1
ORD-704641,23-01-2025,Low,2711,2,5422,0.28,1,Stock Sync Delay,Cancelled,5422,1,1,1,None,Fulfilled,5422,0,1518.16,0.0,1518.16,15,1503.16,1
ORD-704642,20-03-2025,High,1617,3,4851,0.25,1,Payment Expired,Cancelled,4851,1,1,1,None,Fulfilled,4851,0,1212.75,0.0,1212.75,15,1197.75,1
ORD-704643,10-01-2025,Low,2311,3,6933,0.4,1,AI Logic Gap - SKU Mapping,Cancelled,6933,1,1,1,None,Fulfilled,6933,0,2773.2000000000003,0.0,2773.2000000000003,15,2758.2000000000003,1
ORD-704644,24-04-2025,Medium,1545,2,3090,0.38,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704645,03-03-2025,Low,2794,2,5588,0.36,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704646,02-05-2025,High,904,2,1808,0.29,1,Stock Sync Delay,Cancelled,1808,1,1,0,Customer Payment Expired,Cancelled,0,1808,524.3199999999999,524.3199999999999,0.0,15,-539.3199999999999,0
ORD-704647,26-02-2025,High,2538,3,7614,0.4,1,Vendor Split Possible,Cancelled,7614,1,1,1,None,Fulfilled,7614,0,3045.6000000000004,0.0,3045.6000000000004,15,3030.6000000000004,1
ORD-704648,03-01-2025,Low,2816,2,5632,0.27,1,AI Logic Gap - SKU Mapping,Cancelled,5632,1,1,1,None,Fulfilled,5632,0,1520.64,0.0,1520.64,15,1505.64,1
ORD-704649,21-05-2025,High,1986,2,3972,0.4,1,Vendor Split Possible,Cancelled,3972,1,1,1,None,Fulfilled,3972,0,1588.8000000000002,0.0,1588.8000000000002,15,1573.8000000000002,1
ORD-704650,23-04-2025,High,1228,3,3684,0.43,1,Stock Sync Delay,Cancelled,3684,1,1,1,None,Fulfilled,3684,0,1584.12,0.0,1584.12,15,1569.12,1
ORD-704651,11-02-2025,Low,898,3,2694,0.34,1,Stock Sync Delay,Cancelled,2694,0,0,0,Not Recoverable,Cancelled,0,0,915.96,0.0,0.0,0,0.0,0
ORD-704652,05-01-2025,High,2513,3,7539,0.34,1,AI Logic Gap - SKU Mapping,Cancelled,7539,1,1,1,None,Fulfilled,7539,0,2563.26,0.0,2563.26,15,2548.26,1
ORD-704653,01-05-2025,Low,2662,2,5324,0.44,1,Stock Sync Delay,Cancelled,5324,1,1,0,Late Detection,Cancelled,0,5324,2342.56,2342.56,0.0,15,-2357.56,0
ORD-704654,09-03-2025,High,2547,2,5094,0.4,1,AI Logic Gap - SKU Mapping,Cancelled,5094,1,1,1,None,Fulfilled,5094,0,2037.6000000000001,0.0,2037.6000000000001,15,2022.6000000000001,1
ORD-704655,07-04-2025,Low,1066,2,2132,0.29,1,Vendor Split Possible,Cancelled,2132,1,1,1,None,Fulfilled,2132,0,618.28,0.0,618.28,15,603.28,1
ORD-704656,17-02-2025,Medium,2539,3,7617,0.27,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704657,24-03-2025,High,468,2,936,0.33,1,AI Logic Gap - SKU Mapping,Cancelled,936,1,1,1,None,Fulfilled,936,0,308.88,0.0,308.88,15,293.88,1
ORD-704658,12-02-2025,High,2630,1,2630,0.3,1,AI Logic Gap - SKU Mapping,Cancelled,2630,1,1,1,None,Fulfilled,2630,0,789.0,0.0,789.0,15,774.0,1
ORD-704659,22-04-2025,Medium,1450,3,4350,0.27,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704660,21-03-2025,Low,2275,3,6825,0.38,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704661,14-05-2025,High,2769,3,8307,0.37,1,Payment Expired,Cancelled,8307,1,1,1,None,Fulfilled,8307,0,3073.59,0.0,3073.59,15,3058.59,1
ORD-704662,08-05-2025,Medium,1949,2,3898,0.44,0,AI Logic Gap - SKU Mapping,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704663,05-01-2025,High,164,2,328,0.32,1,Vendor Split Possible,Cancelled,328,1,1,1,None,Fulfilled,328,0,104.96000000000001,0.0,104.96000000000001,15,89.96000000000001,1
ORD-704664,03-06-2025,Low,2361,1,2361,0.31,1,Vendor Split Possible,Cancelled,2361,1,1,1,None,Fulfilled,2361,0,731.91,0.0,731.91,15,716.91,1
ORD-704665,13-02-2025,Low,211,1,211,0.4,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704666,04-02-2025,Low,2940,1,2940,0.43,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704667,23-02-2025,Medium,1975,3,5925,0.36,1,Stock Sync Delay,Cancelled,5925,1,1,0,Customer Payment Expired,Cancelled,0,5925,2133.0,2133.0,0.0,15,-2148.0,0
ORD-704668,09-06-2025,Medium,929,2,1858,0.45,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704669,20-04-2025,High,2097,3,6291,0.38,0,Payment Expired,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704670,08-01-2025,High,740,3,2220,0.39,1,Stock Sync Delay,Cancelled,2220,0,0,0,Not Recoverable,Cancelled,0,0,865.8000000000001,0.0,0.0,0,0.0,0
ORD-704671,31-05-2025,Low,626,2,1252,0.25,1,AI Logic Gap - SKU Mapping,Cancelled,1252,0,0,0,Not Recoverable,Cancelled,0,0,313.0,0.0,0.0,0,0.0,0
ORD-704672,24-02-2025,Low,449,2,898,0.35,0,Vendor Split Possible,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704673,13-03-2025,Low,2628,2,5256,0.31,1,AI Logic Gap - SKU Mapping,Cancelled,5256,1,1,0,Customer Abandoned,Cancelled,0,5256,1629.36,1629.36,0.0,15,-1644.36,0
ORD-704674,21-05-2025,Medium,2229,3,6687,0.37,1,Stock Sync Delay,Cancelled,6687,1,1,1,None,Fulfilled,6687,0,2474.19,0.0,2474.19,15,2459.19,1
ORD-704675,23-06-2025,High,1389,3,4167,0.41,1,Stock Sync Delay,Cancelled,4167,1,1,1,None,Fulfilled,4167,0,1708.4699999999998,0.0,1708.4699999999998,15,1693.4699999999998,1
ORD-704676,05-01-2025,High,305,2,610,0.42,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
ORD-704677,11-05-2025,Medium,1774,3,5322,0.3,1,Vendor Split Possible,Cancelled,5322,1,1,0,Customer Payment Expired,Cancelled,0,5322,1596.6,1596.6,0.0,15,-1611.6,0
ORD-704678,01-03-2025,High,674,1,674,0.29,0,Stock Sync Delay,Fulfilled,0,0,0,0,Not Recoverable,Fulfilled,0,0,0.0,0.0,0.0,0,0.0,0
